,time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_speed_10m_mean,apparent_temperature_max,apparent_temperature_min,sunshine_duration,uv_index_max,shortwave_radiation_sum,et0_fao_evapotranspiration,humidity_2m_mean
1661,1984-07-19,28.8,23.8,26.3,2.8,12.0,19.6,40.0,15.0,32.2,27.3,40049.88,,,,
1662,1984-07-20,28.4,25.1,26.5,6.9,15.0,16.1,30.6,12.7,33.4,29.4,16757.92,,,,
1663,1984-07-21,29.4,25.6,26.6,14.5,11.0,11.3,26.3,7.4,35.7,30.9,10133.75,,,,
1664,1984-07-22,29.8,24.7,26.8,4.0,5.0,19.2,34.9,11.6,33.1,29.0,41674.36,,,,
1665,1984-07-23,30.2,24.8,27.0,0.5,3.0,10.9,21.6,6.4,36.4,29.5,42040.5,,,,
1666,1984-07-24,30.4,24.4,27.0,2.6,4.0,16.6,29.5,11.4,36.5,29.2,40196.97,,,,
1667,1984-07-25,33.6,26.2,29.2,0.3,1.0,15.8,30.6,11.6,41.6,30.7,25650.57,,,,
1668,1984-07-26,35.2,27.1,30.6,0.0,0.0,12.7,25.6,10.1,43.0,33.2,42118.52,,,,
1669,1984-07-27,35.6,27.8,31.0,0.1,1.0,10.5,23.0,8.5,44.5,34.3,43623.41,,,,
1670,1984-07-28,34.5,26.8,29.4,2.3,1.0,11.1,22.7,6.7,43.6,33.5,28830.45,,,,
1671,1984-07-29,30.5,25.8,28.0,7.4,11.0,12.0,25.6,8.3,37.3,32.5,38639.95,,,,
1672,1984-07-30,30.5,25.6,27.3,2.1,9.0,23.5,46.8,16.1,36.6,28.8,43295.71,,,,
1673,1984-07-31,27.0,25.7,26.4,23.7,19.0,42.7,76.0,34.4,28.7,26.2,0.0,,,,
1674,1984-08-01,30.8,25.8,27.7,21.5,11.0,28.2,54.7,17.0,35.8,28.5,12692.99,,,,
1675,1984-08-02,31.9,26.3,28.6,0.4,1.0,24.8,42.8,18.9,38.0,29.9,43323.86,,,,
1676,1984-08-03,31.0,26.3,28.3,0.0,0.0,28.2,48.6,24.5,35.0,29.0,43318.31,,,,
1677,1984-08-04,32.0,26.5,28.7,0.0,0.0,24.0,42.8,20.4,37.5,29.9,43323.26,,,,
1678,1984-08-05,31.2,26.4,28.3,0.0,0.0,22.5,41.0,19.9,36.6,30.2,43454.63,,,,
1679,1984-08-06,30.4,25.8,27.7,0.0,0.0,23.5,43.2,18.1,35.2,30.0,43333.05,,,,
1680,1984-08-07,30.2,25.5,27.5,1.3,6.0,28.0,51.1,20.0,36.0,29.7,38628.75,,,,
1681,1984-08-08,29.3,26.5,27.8,5.3,10.0,34.8,67.3,30.2,32.1,29.1,36390.82,,,,
1682,1984-08-09,30.5,26.9,28.3,0.4,3.0,38.0,66.6,31.3,33.1,29.3,41519.55,,,,
1683,1984-08-10,30.8,26.3,28.1,0.0,0.0,28.9,54.4,25.0,34.6,29.4,43200.0,,,,
1684,1984-08-11,30.8,25.6,27.7,0.0,0.0,22.7,43.2,19.5,35.5,29.6,43256.66,,,,
1685,1984-08-12,30.5,25.3,27.5,0.0,0.0,21.3,42.1,17.6,35.2,29.7,43200.0,,,,
1686,1984-08-13,30.8,25.3,27.6,0.0,0.0,20.9,40.0,15.5,35.7,29.9,43200.0,,,,
1687,1984-08-14,30.5,25.3,27.4,0.3,1.0,17.8,33.5,12.2,35.5,30.0,43200.0,,,,
1688,1984-08-15,27.9,23.9,25.6,2.4,8.0,23.4,41.8,15.4,31.4,25.7,39430.97,,,,
1689,1984-08-16,27.2,22.1,24.8,0.0,0.0,26.4,48.6,20.3,28.2,22.8,43200.0,,,,
1690,1984-08-17,30.0,24.5,27.0,4.1,16.0,20.6,40.7,16.8,34.3,27.0,36413.56,,,,
1691,1984-08-18,29.9,25.6,27.4,0.5,2.0,28.5,52.9,21.3,33.7,28.7,43200.0,,,,
1692,1984-08-19,29.1,25.8,27.2,1.8,4.0,31.2,63.4,26.6,30.4,28.0,33781.45,,,,
1693,1984-08-20,28.6,25.5,26.6,5.2,14.0,32.4,67.3,27.6,30.7,27.4,21422.92,,,,
1694,1984-08-21,30.9,24.3,27.4,0.0,0.0,25.3,49.0,17.4,34.4,26.2,43200.0,,,,
1695,1984-08-22,31.5,24.4,27.9,0.0,0.0,17.3,33.5,11.3,36.8,29.1,42543.26,,,,
1696,1984-08-23,30.1,25.6,27.3,21.5,13.0,14.6,30.2,8.6,35.9,31.5,16349.61,,,,
1697,1984-08-24,31.2,24.0,27.2,0.0,0.0,14.8,31.3,7.6,38.1,29.5,42534.25,,,,
1698,1984-08-25,29.6,24.6,26.7,2.2,9.0,19.7,36.4,14.1,34.1,29.0,35436.62,,,,
1699,1984-08-26,29.5,24.0,26.4,0.0,0.0,16.3,31.3,12.5,33.2,28.3,43200.0,,,,
1700,1984-08-27,30.2,23.7,27.0,0.8,5.0,15.9,31.3,11.7,35.1,27.4,36787.59,,,,
1701,1984-08-28,30.9,25.0,27.7,0.1,1.0,18.7,33.5,15.3,36.4,29.2,43134.89,,,,
1702,1984-08-29,30.1,25.0,27.1,0.0,0.0,21.7,39.6,16.3,34.0,29.7,39647.25,,,,
1703,1984-08-30,29.7,25.8,27.3,3.5,8.0,25.3,46.4,21.3,34.1,29.1,38324.24,,,,
1704,1984-08-31,29.7,26.0,27.6,4.1,9.0,34.5,63.7,28.2,31.8,28.6,37513.45,,,,
1705,1984-09-01,30.9,25.8,27.8,2.5,8.0,27.4,53.6,21.7,34.3,28.6,33815.39,,,,
1706,1984-09-02,28.8,22.6,26.1,23.9,13.0,22.5,47.5,17.9,32.2,24.5,16567.38,,,,
1707,1984-09-03,25.6,20.9,22.8,19.9,9.0,23.4,45.0,13.5,26.4,22.4,31098.62,,,,
1708,1984-09-04,26.7,19.6,23.1,0.0,0.0,16.2,35.6,8.7,29.2,21.1,42639.68,,,,
1709,1984-09-05,27.6,20.2,24.0,0.0,0.0,14.7,28.1,7.3,31.2,23.5,41134.19,,,,
1710,1984-09-06,29.7,22.7,26.0,0.0,0.0,15.1,28.4,11.6,34.9,25.0,38043.9,,,,
1711,1984-09-07,31.9,25.3,27.5,0.1,1.0,12.0,41.0,8.5,36.8,29.3,28800.0,,,,
1712,1984-09-08,32.5,24.7,28.5,0.0,0.0,15.5,36.7,10.6,37.0,29.5,25200.0,,,,
1713,1984-09-09,28.9,22.9,26.5,7.7,7.0,18.1,45.7,11.6,34.5,25.3,18189.84,,,,
1714,1984-09-10,22.6,20.4,21.8,18.9,19.0,24.2,42.8,17.1,25.0,21.8,0.0,,,,
1715,1984-09-11,20.3,18.1,18.9,14.1,24.0,18.4,32.4,11.0,21.7,18.1,0.0,,,,
1716,1984-09-12,21.1,17.5,18.6,4.6,13.0,11.9,27.4,10.0,21.2,17.8,2587.04,,,,
1717,1984-09-13,24.4,16.2,20.2,0.0,0.0,11.7,24.1,7.8,25.5,16.5,23540.27,,,,
1718,1984-09-14,24.9,16.9,21.2,0.8,6.0,11.6,21.2,4.9,27.1,18.6,32971.54,,,,
1719,1984-09-15,25.7,18.6,22.0,0.5,2.0,10.8,22.0,6.9,28.1,20.2,41149.88,,,,
1720,1984-09-16,25.7,17.8,21.8,0.0,0.0,13.0,25.6,8.8,28.1,19.1,36119.14,,,,
1721,1984-09-17,25.4,19.7,22.1,0.1,1.0,10.0,21.6,7.4,27.4,21.5,26976.46,,,,
1722,1984-09-18,25.0,19.1,22.0,0.0,0.0,10.6,22.0,6.6,26.3,21.1,34783.61,,,,
1723,1984-09-19,25.6,20.0,22.4,0.2,2.0,9.7,21.6,5.6,28.5,22.4,36364.16,,,,
1724,1984-09-20,26.4,18.8,22.6,0.0,0.0,13.8,26.6,9.3,28.5,20.6,40191.75,,,,
1725,1984-09-21,26.3,21.1,23.4,0.0,0.0,16.9,32.4,12.7,28.1,23.4,39692.44,,,,
1726,1984-09-22,26.3,20.6,23.1,0.0,0.0,14.8,29.5,10.5,28.0,23.1,39377.96,,,,
1727,1984-09-23,26.2,19.6,22.7,0.0,0.0,15.3,28.8,10.3,27.2,21.7,38426.31,,,,
1728,1984-09-24,27.7,20.4,23.6,0.0,0.0,12.7,27.0,10.3,29.6,22.4,39599.08,,,,
1729,1984-09-25,27.2,21.3,23.7,1.1,4.0,22.7,39.6,15.4,28.9,22.7,29648.38,,,,
1730,1984-09-26,24.2,19.5,22.1,0.0,0.0,21.0,40.3,15.9,23.6,21.0,34076.72,,,,
1731,1984-09-27,26.4,19.1,22.7,0.0,0.0,18.3,33.8,12.7,27.6,20.7,38779.26,,,,
1732,1984-09-28,28.6,20.7,24.2,2.4,6.0,8.9,20.5,5.9,32.2,23.7,38613.15,,,,
1733,1984-09-29,24.5,20.0,22.3,0.0,0.0,13.9,27.0,9.6,26.3,21.2,3173.44,,,,
1734,1984-09-30,25.9,20.9,23.3,0.0,0.0,16.4,27.7,9.0,28.3,24.1,21690.84,,,,
1735,1984-10-01,31.0,22.5,26.1,1.4,3.0,16.5,30.2,10.5,36.3,24.4,38935.27,,,,
1736,1984-10-02,32.6,23.0,27.0,3.3,7.0,15.3,38.2,12.4,37.2,26.2,38897.23,,,,
1737,1984-10-03,22.5,18.1,20.1,1.2,8.0,26.8,46.1,18.4,25.1,16.5,0.0,,,,
1738,1984-10-04,21.4,16.4,18.3,0.5,2.0,17.1,31.7,13.9,19.7,15.0,21137.16,,,,
1739,1984-10-05,20.9,16.2,18.3,0.9,5.0,18.4,33.5,10.4,19.0,15.4,3615.08,,,,
1740,1984-10-06,21.8,16.7,18.7,3.4,7.0,16.8,35.3,11.5,20.2,16.4,32400.0,,,,
1741,1984-10-07,23.0,16.8,19.6,0.0,0.0,21.3,40.0,15.0,21.1,15.8,32984.4,,,,
1742,1984-10-08,21.9,18.6,20.0,0.7,4.0,25.1,46.8,17.1,20.1,18.1,26721.92,,,,
1743,1984-10-09,19.6,17.5,18.5,22.5,19.0,16.9,27.7,12.2,19.6,17.4,15.88,,,,
1744,1984-10-10,22.7,16.4,19.2,4.8,4.0,24.0,42.8,15.3,21.5,16.8,37997.45,,,,
1745,1984-10-11,22.8,16.7,19.3,0.0,0.0,18.0,36.4,12.2,21.6,16.5,37285.43,,,,
1746,1984-10-12,22.8,16.2,19.4,0.0,0.0,11.9,24.5,8.4,23.6,16.9,29328.85,,,,
1747,1984-10-13,22.2,17.2,19.2,0.3,2.0,12.9,25.2,9.9,21.9,17.8,32788.0,,,,
1748,1984-10-14,21.0,16.4,18.6,0.6,2.0,13.8,26.6,10.4,21.0,17.1,23000.12,,,,
1749,1984-10-15,21.0,16.9,18.7,0.0,0.0,9.4,21.6,6.6,21.4,17.1,26361.83,,,,
1750,1984-10-16,22.1,16.7,18.9,0.0,0.0,11.0,22.3,5.9,22.1,17.9,25200.0,,,,
1751,1984-10-17,23.5,15.9,19.3,0.0,0.0,9.8,22.3,7.0,24.0,16.7,35798.95,,,,
1752,1984-10-18,21.9,15.5,18.5,0.0,0.0,15.2,30.2,8.9,20.6,15.3,32630.66,,,,
1753,1984-10-19,23.3,14.6,18.5,0.0,0.0,23.2,32.0,6.6,24.0,14.4,37847.23,,,,
1754,1984-10-20,17.7,11.5,15.2,0.0,0.0,23.4,42.8,17.4,15.2,10.1,37733.67,,,,
1755,1984-10-21,20.0,8.1,13.8,0.0,0.0,10.9,21.2,7.6,18.2,6.0,37620.57,,,,
1756,1984-10-22,21.9,11.0,16.2,0.0,0.0,17.0,34.6,12.2,19.8,9.4,35846.51,,,,
1757,1984-10-23,23.6,13.7,18.4,0.0,0.0,14.0,24.5,9.4,23.3,13.4,31737.44,,,,
1758,1984-10-24,23.3,16.7,19.4,0.0,0.0,18.4,36.4,13.0,22.7,16.7,28244.88,,,,
1759,1984-10-25,24.3,16.0,19.6,0.0,0.0,13.8,27.4,10.1,25.1,16.7,36662.89,,,,
1760,1984-10-26,22.4,15.4,18.5,0.0,0.0,12.7,28.8,9.3,22.5,15.9,35619.45,,,,
1761,1984-10-27,20.8,14.7,17.1,0.1,1.0,21.5,38.9,14.3,19.3,13.8,21200.09,,,,
1762,1984-10-28,19.2,12.7,15.6,0.0,0.0,23.1,43.6,17.4,15.5,10.4,36221.32,,,,
1763,1984-10-29,17.1,10.9,13.8,0.0,0.0,20.0,37.4,14.8,13.5,8.3,23075.11,,,,
1764,1984-10-30,17.9,11.2,14.1,0.0,0.0,16.9,31.7,12.0,14.4,9.0,34496.09,,,,
1765,1984-10-31,18.0,11.5,15.0,0.0,0.0,11.3,26.6,8.7,16.0,10.3,21862.91,,,,
1766,1984-11-01,19.9,12.7,15.8,0.0,0.0,13.3,26.6,7.8,18.4,11.8,32471.48,,,,
1767,1984-11-02,18.8,12.1,15.3,0.0,0.0,13.9,27.4,10.7,16.6,11.0,28168.86,,,,
1768,1984-11-03,19.2,10.6,14.7,0.0,0.0,10.8,23.0,8.3,18.0,9.1,35307.3,,,,
1769,1984-11-04,20.9,9.8,15.2,0.0,0.0,14.5,29.9,10.9,19.2,7.8,35253.98,,,,
1770,1984-11-05,22.4,13.1,17.4,0.0,0.0,19.0,37.1,13.5,21.0,12.3,35099.82,,,,
1771,1984-11-06,23.3,14.6,18.6,0.0,0.0,13.2,24.1,9.4,24.1,14.7,33710.3,,,,
1772,1984-11-07,25.2,15.3,19.5,0.0,0.0,8.8,19.1,6.7,26.6,16.0,33752.91,,,,
1773,1984-11-08,24.2,15.8,19.1,0.0,0.0,12.6,20.9,5.5,26.4,17.0,27252.66,,,,
1774,1984-11-09,25.0,18.4,20.6,0.0,0.0,19.8,40.0,11.9,26.6,19.2,30777.55,,,,
1775,1984-11-10,24.9,19.2,21.3,1.6,7.0,20.8,41.0,12.2,26.5,19.1,7125.31,,,,
1776,1984-11-11,18.5,15.0,16.9,25.8,23.0,19.2,32.4,15.0,19.6,13.0,0.0,,,,
1777,1984-11-12,16.0,14.5,15.3,3.4,11.0,26.1,46.1,21.3,13.0,11.2,0.0,,,,
1778,1984-11-13,18.1,14.6,16.5,0.7,3.0,20.7,37.8,18.6,16.6,12.5,0.0,,,,
1779,1984-11-14,21.5,17.5,19.2,8.3,14.0,24.8,41.8,16.5,21.7,16.4,17295.58,,,,
1780,1984-11-15,17.9,11.5,15.3,5.6,11.0,24.3,39.2,17.4,18.5,10.7,10236.44,,,,
1781,1984-11-16,18.4,10.9,14.9,0.0,0.0,9.8,18.0,7.2,17.8,10.1,26658.08,,,,
1782,1984-11-17,18.9,13.3,15.7,0.1,1.0,14.5,27.7,10.8,17.5,11.8,30697.97,,,,
1783,1984-11-18,19.5,13.2,16.4,1.3,7.0,13.7,24.5,9.2,19.2,12.7,15628.47,,,,
1784,1984-11-19,15.0,8.0,11.0,0.3,2.0,31.2,56.5,26.4,14.3,2.0,2430.63,,,,
1785,1984-11-20,13.2,6.2,9.6,0.0,0.0,24.5,43.2,17.0,10.0,1.2,13757.84,,,,
1786,1984-11-21,14.4,9.9,11.9,0.0,0.0,16.4,30.2,12.5,11.2,7.6,20305.03,,,,
1787,1984-11-22,15.3,9.3,12.1,0.0,0.0,15.2,32.8,11.4,12.2,7.3,28800.0,,,,
1788,1984-11-23,15.7,7.9,11.6,0.0,0.0,13.3,24.1,10.6,13.4,5.5,25484.38,,,,
1789,1984-11-24,15.1,10.0,12.0,0.1,1.0,21.8,39.6,18.0,11.4,5.9,19790.46,,,,
1790,1984-11-25,11.7,7.5,9.5,0.0,0.0,19.5,36.7,15.0,7.6,3.9,22564.71,,,,
1791,1984-11-26,13.9,6.4,10.1,0.0,0.0,12.2,23.4,8.9,11.8,3.3,32410.39,,,,
1792,1984-11-27,11.8,7.9,9.2,0.0,0.0,23.6,41.0,16.8,7.5,4.2,14919.24,,,,
1793,1984-11-28,11.7,6.5,8.6,0.0,0.0,14.0,24.5,8.9,8.7,3.1,28668.61,,,,
1794,1984-11-29,14.7,4.4,9.5,0.0,0.0,9.0,15.8,4.9,13.3,1.7,33090.62,,,,
1795,1984-11-30,15.8,3.5,9.6,0.0,0.0,10.4,20.2,6.2,13.9,1.2,28420.37,,,,
1796,1984-12-01,14.4,4.6,9.1,0.0,0.0,20.0,37.8,11.8,10.3,1.7,33136.62,,,,
1797,1984-12-02,13.2,2.3,7.6,0.0,0.0,11.5,21.6,8.1,10.2,-1.0,33084.81,,,,
1798,1984-12-03,16.9,7.4,12.1,0.0,0.0,21.9,40.7,15.5,13.5,4.5,32812.1,,,,
1799,1984-12-04,17.7,10.8,13.1,0.5,1.0,23.4,40.0,14.1,16.6,7.1,18841.81,,,,
1800,1984-12-05,10.4,4.5,7.8,0.0,0.0,20.2,38.9,17.3,6.7,0.6,17955.81,,,,
1801,1984-12-06,11.0,2.0,6.2,0.0,0.0,12.5,24.5,10.1,7.5,-1.8,32779.02,,,,
1802,1984-12-07,14.3,3.8,9.3,0.0,0.0,15.7,33.1,11.2,11.3,0.7,26387.45,,,,
1803,1984-12-08,16.6,8.6,12.6,0.0,0.0,16.6,34.2,11.7,14.1,6.4,32243.79,,,,
1804,1984-12-09,19.3,10.9,14.6,0.3,2.0,13.3,27.7,8.8,19.5,9.0,22062.08,,,,
1805,1984-12-10,11.9,8.9,10.4,0.0,0.0,16.4,28.4,14.3,9.3,6.1,0.0,,,,
1806,1984-12-11,12.5,8.6,10.4,0.0,0.0,15.2,29.9,12.2,9.4,6.0,10846.17,,,,
1807,1984-12-12,12.0,9.1,10.3,0.0,0.0,14.0,26.3,9.2,9.4,6.4,1592.06,,,,
1808,1984-12-13,14.0,9.5,12.0,5.4,12.0,17.0,27.4,9.0,13.5,7.9,0.0,,,,
1809,1984-12-14,12.3,10.2,10.9,26.7,23.0,28.4,48.2,14.6,10.2,5.7,0.0,,,,
1810,1984-12-15,11.8,9.7,10.7,11.2,14.0,26.5,48.2,18.2,9.9,5.5,0.0,,,,
1811,1984-12-16,11.7,6.7,9.0,10.0,8.0,27.4,46.1,20.1,10.2,3.0,0.0,,,,
1812,1984-12-17,10.0,4.1,6.6,7.5,9.0,18.4,30.6,13.4,7.1,0.8,20820.4,,,,
1813,1984-12-18,4.6,1.0,2.6,3.9,6.0,26.0,46.1,20.4,0.3,-4.7,24066.83,,,,
1814,1984-12-19,6.3,-0.3,2.3,1.4,5.0,17.1,29.9,13.6,1.9,-5.5,22771.66,,,,
1815,1984-12-20,6.8,0.9,3.4,0.0,0.0,16.0,29.2,12.7,2.7,-4.2,26965.57,,,,
1816,1984-12-21,8.2,2.6,4.7,1.1,7.0,23.9,42.8,17.9,3.1,-2.7,11902.96,,,,
1817,1984-12-22,3.4,-2.5,0.3,0.0,0.0,23.2,42.5,19.7,-2.6,-8.7,24250.06,,,,
1818,1984-12-23,1.7,-4.1,-1.5,0.0,0.0,22.2,42.5,18.2,-4.8,-10.0,31897.06,,,,
1819,1984-12-24,2.5,-5.0,-1.6,0.0,0.0,20.4,37.8,16.8,-3.6,-10.9,31486.36,,,,
1820,1984-12-25,4.1,-4.3,-0.6,0.0,0.0,15.5,30.2,11.0,0.4,-9.7,31367.79,,,,
1821,1984-12-26,5.0,-3.2,0.7,0.0,0.0,16.2,31.0,12.8,-0.1,-7.9,29905.99,,,,
1822,1984-12-27,4.8,-1.5,1.5,0.0,0.0,19.2,34.9,15.1,-0.1,-6.4,28237.64,,,,
1823,1984-12-28,4.3,-3.1,-0.0,0.0,0.0,21.1,38.9,17.4,-1.7,-8.7,27104.01,,,,
1824,1984-12-29,1.9,-5.2,-2.3,0.0,0.0,17.6,34.6,12.9,-3.7,-10.8,33316.62,,,,
1825,1984-12-30,4.8,-5.5,-0.5,0.0,0.0,7.8,19.1,5.3,1.1,-9.7,31594.44,,,,
1826,1984-12-31,8.4,-3.0,2.7,0.0,0.0,11.6,24.1,8.5,4.4,-7.2,33368.44,,,,
1827,1985-01-01,12.5,1.9,7.1,0.0,0.0,17.5,34.2,12.6,8.5,-1.5,32666.98,,,,
1828,1985-01-02,10.4,7.6,8.8,9.0,17.0,21.4,40.7,14.8,8.9,4.0,0.0,,,,
1829,1985-01-03,7.5,4.3,6.2,3.9,13.0,21.0,35.6,18.0,3.9,-0.7,0.0,,,,
1830,1985-01-04,4.8,1.9,3.3,0.0,0.0,22.9,42.1,18.5,-1.0,-2.8,5032.76,,,,
1831,1985-01-05,6.3,0.1,3.2,0.0,0.0,13.9,26.3,9.8,2.7,-4.1,24423.53,,,,
1832,1985-01-06,6.6,0.5,3.4,0.1,1.0,13.5,26.6,9.3,2.6,-2.7,27293.98,,,,
1833,1985-01-07,4.1,1.2,2.8,5.3,16.0,23.7,42.8,17.5,-0.9,-3.6,162.01,,,,
1834,1985-01-08,4.8,-0.3,2.0,0.0,0.0,15.3,28.1,12.1,0.1,-4.8,23460.18,,,,
1835,1985-01-09,6.7,-0.8,2.7,0.0,0.0,11.3,18.0,6.8,3.4,-4.3,31535.01,,,,
1836,1985-01-10,5.7,-1.7,1.9,0.0,0.0,16.0,28.4,9.2,1.8,-5.9,33800.85,,,,
1837,1985-01-11,9.5,-1.7,3.6,0.0,0.0,12.3,25.6,8.5,5.8,-5.6,33857.95,,,,
1838,1985-01-12,8.1,-0.6,3.4,0.0,0.0,16.6,33.5,11.6,3.1,-4.4,32662.51,,,,
1839,1985-01-13,5.1,-2.8,0.9,0.0,0.0,17.8,34.6,12.3,0.3,-7.1,33978.61,,,,
1840,1985-01-14,3.0,-4.7,-1.1,0.0,0.0,18.1,34.9,12.2,-1.8,-10.1,34041.99,,,,
1841,1985-01-15,9.4,-3.6,2.2,0.0,0.0,14.8,29.9,10.1,5.4,-7.7,34107.3,,,,
1842,1985-01-16,10.6,-1.1,5.0,0.0,0.0,14.2,28.4,10.1,7.0,-4.7,31912.31,,,,
1843,1985-01-17,8.2,4.6,6.4,6.3,13.0,21.7,40.0,17.4,4.2,1.0,2801.48,,,,
1844,1985-01-18,10.8,5.4,7.8,0.0,0.0,14.3,32.4,11.3,8.0,2.8,27789.8,,,,
1845,1985-01-19,13.7,3.7,8.2,0.0,0.0,19.5,35.3,14.2,10.3,0.3,34389.33,,,,
1846,1985-01-20,8.5,0.1,4.0,0.0,0.0,13.7,28.1,9.7,5.2,-3.2,34466.22,,,,
1847,1985-01-21,14.2,3.1,8.7,0.0,0.0,21.4,40.3,15.0,11.1,-0.4,33123.84,,,,
1848,1985-01-22,13.7,6.9,10.1,1.3,6.0,19.2,34.2,12.1,12.6,3.0,15160.14,,,,
1849,1985-01-23,6.8,2.9,5.5,2.5,5.0,19.9,37.8,17.1,3.0,-1.4,3495.87,,,,
1850,1985-01-24,5.1,1.0,2.8,5.4,8.0,20.9,37.8,17.6,-0.2,-3.3,12979.22,,,,
1851,1985-01-25,5.6,-1.7,2.0,0.0,0.0,12.6,23.0,7.8,2.8,-5.8,26633.48,,,,
1852,1985-01-26,10.7,-1.3,4.9,0.0,0.0,19.8,37.8,13.3,6.5,-5.2,34973.64,,,,
1853,1985-01-27,9.5,1.5,6.2,0.0,0.0,24.7,45.7,17.8,5.0,-4.4,9254.94,,,,
1854,1985-01-28,4.2,-0.2,1.8,0.0,0.0,22.1,38.5,15.8,-1.1,-5.5,34099.8,,,,
1855,1985-01-29,6.4,-1.5,1.9,0.6,3.0,24.9,42.8,14.9,1.3,-7.3,24383.45,,,,
1856,1985-01-30,2.0,-4.4,-1.3,0.0,0.0,16.8,33.5,11.5,-2.9,-9.7,35119.8,,,,
1857,1985-01-31,7.1,-4.5,1.3,0.0,0.0,14.4,28.4,9.5,2.5,-8.6,35258.43,,,,
1858,1985-02-01,12.0,0.6,5.7,0.0,0.0,18.5,38.5,11.9,7.9,-3.4,35297.88,,,,
1859,1985-02-02,14.2,0.3,7.0,0.0,0.0,18.5,34.6,12.2,9.6,-3.3,35338.58,,,,
1860,1985-02-03,13.5,2.3,7.5,0.0,0.0,14.7,27.0,9.7,12.1,-0.8,33410.65,,,,
1861,1985-02-04,11.6,7.4,9.7,10.4,13.0,19.1,43.2,12.5,10.6,4.2,0.0,,,,
1862,1985-02-05,10.3,5.3,7.9,11.5,12.0,9.7,36.0,7.5,9.1,3.2,12222.79,,,,
1863,1985-02-06,10.1,7.2,8.2,12.2,9.0,16.4,35.3,12.7,7.2,4.3,0.0,,,,
1864,1985-02-07,8.8,6.0,7.5,9.6,10.0,16.1,34.2,13.1,5.6,3.1,3315.29,,,,
1865,1985-02-08,11.2,7.7,9.4,13.6,16.0,20.9,35.3,10.9,9.8,5.1,0.0,,,,
1866,1985-02-09,8.3,5.3,6.8,0.0,0.0,27.9,49.7,21.7,4.3,-0.3,1025.28,,,,
1867,1985-02-10,11.0,3.7,6.7,0.0,0.0,19.2,38.2,14.5,7.1,-0.0,35032.03,,,,
1868,1985-02-11,9.6,3.2,6.2,0.0,0.0,12.6,24.5,8.8,6.4,0.1,6814.33,,,,
1869,1985-02-12,13.1,3.7,8.0,0.2,2.0,11.1,25.2,7.7,10.7,1.0,35902.36,,,,
1870,1985-02-13,9.0,1.5,5.1,0.0,0.0,19.2,40.0,13.0,5.1,-1.6,36030.95,,,,
1871,1985-02-14,10.9,0.9,6.1,0.0,0.0,25.1,47.5,17.7,6.5,-2.5,36087.11,,,,
1872,1985-02-15,15.6,8.5,11.1,1.4,7.0,18.7,33.8,11.3,14.5,4.7,11252.96,,,,
1873,1985-02-16,9.7,2.2,5.5,0.5,2.0,29.9,57.2,24.5,8.0,-3.9,21831.83,,,,
1874,1985-02-17,4.7,1.7,3.3,14.0,21.0,24.6,43.9,19.2,0.1,-3.1,0.0,,,,
1875,1985-02-18,4.7,1.8,3.0,24.0,24.0,23.7,41.0,19.4,-0.1,-3.3,0.0,,,,
1876,1985-02-19,6.3,2.0,3.8,0.7,2.0,18.0,35.6,14.0,2.4,-2.3,858.79,,,,
1877,1985-02-20,4.9,-0.3,2.0,0.1,1.0,20.5,40.0,15.7,-0.2,-5.6,24054.85,,,,
1878,1985-02-21,6.9,-1.5,2.4,0.0,0.0,18.4,34.6,12.7,2.6,-5.5,26547.79,,,,
1879,1985-02-22,4.6,-2.3,1.0,0.0,0.0,15.6,32.8,12.9,0.5,-6.9,32400.0,,,,
1880,1985-02-23,6.1,-3.2,1.5,0.0,0.0,16.5,28.4,11.0,2.6,-7.3,36318.34,,,,
1881,1985-02-24,5.9,-0.3,2.7,0.0,0.0,19.4,38.5,13.7,1.6,-4.4,36000.0,,,,
1882,1985-02-25,3.4,1.8,2.7,20.3,20.0,21.7,37.1,18.0,-1.0,-3.0,0.0,,,,
1883,1985-02-26,5.3,2.6,3.9,14.0,24.0,23.4,43.6,20.2,1.6,-2.5,0.0,,,,
1884,1985-02-27,7.2,5.1,6.2,5.2,15.0,16.3,28.8,12.4,4.9,1.3,0.0,,,,
1885,1985-02-28,8.4,4.6,6.2,0.0,0.0,12.5,26.6,10.0,5.8,1.6,0.0,,,,
1886,1985-03-01,11.6,2.6,6.8,8.9,8.0,11.5,38.5,7.9,9.8,-0.3,15453.36,,,,
1887,1985-03-02,6.4,3.3,5.2,12.7,12.0,22.4,41.0,16.5,3.9,-1.4,0.0,,,,
1888,1985-03-03,6.9,2.9,5.0,0.3,2.0,19.8,38.5,14.9,2.5,-1.3,7413.72,,,,
1889,1985-03-04,6.2,3.8,4.8,8.9,22.0,17.1,34.2,14.4,2.6,0.2,0.0,,,,
1890,1985-03-05,9.7,3.1,5.7,2.7,6.0,12.8,29.2,10.2,6.4,0.0,37138.28,,,,
1891,1985-03-06,11.3,1.0,6.8,1.5,3.0,20.2,41.4,14.2,7.7,-2.5,26691.69,,,,
1892,1985-03-07,10.8,7.7,8.6,25.0,22.0,16.8,32.0,10.9,8.6,4.4,0.0,,,,
1893,1985-03-08,7.9,3.1,6.1,14.7,17.0,20.9,35.3,14.9,6.0,-1.5,0.0,,,,
