date,pm25,pm10,o3,no2,so2,co
2024/10/15,113.0,22.0,36.0,12.0,3.0,4.0
2024/10/16,76.0,30.0,40.0,10.0,3.0,4.0
2024/10/17,75.0,37.0,54.0,12.0,3.0,4.0
2024/10/18,79.0,25.0,32.0,8.0,3.0,4.0
2024/10/19,52.0,35.0,31.0,11.0,4.0,5.0
2024/10/20,53.0,39.0,18.0,21.0,3.0,9.0
2024/10/21,88.0,42.0,25.0,15.0,3.0,8.0
2024/10/22,110.0,33.0,34.0,12.0,3.0,6.0
2024/10/23,101.0,20.0,38.0,9.0,4.0,3.0
2024/10/24,55.0,34.0,40.0,10.0,4.0,3.0
2024/10/25,54.0,10.0,26.0,9.0,3.0,3.0
2024/10/26,28.0,13.0,36.0,10.0,4.0,3.0
2024/10/27,39.0,45.0,36.0,13.0,3.0,5.0
2024/10/28,119.0,17.0,38.0,13.0,3.0,4.0
2024/10/29,55.0,28.0,40.0,11.0,6.0,4.0
2024/10/30,62.0,22.0,32.0,12.0,3.0,3.0
2024/10/31,55.0,6.0,38.0,5.0,3.0,3.0
2024/11/1,24.0,45.0,47.0,10.0,3.0,5.0
2024/11/2,106.0,56.0,48.0,18.0,3.0,7.0
2024/11/3,140.0,49.0,62.0,16.0,4.0,6.0
2024/11/4,127.0,22.0,33.0,9.0,3.0,3.0
2024/11/5,49.0,19.0,36.0,11.0,3.0,3.0
2024/11/6,36.0,22.0,32.0,11.0,3.0,3.0
2024/11/7,39.0,26.0,36.0,13.0,3.0,4.0
2024/11/8,51.0,30.0,33.0,12.0,3.0,4.0
2024/11/9,51.0,28.0,42.0,11.0,3.0,4.0
2024/11/10,67.0,31.0,43.0,13.0,3.0,5.0
2024/11/11,90.0,37.0,42.0,16.0,4.0,4.0
2024/11/12,97.0,41.0,43.0,16.0,4.0,5.0
2024/11/13,118.0,34.0,32.0,16.0,3.0,5.0
2024/11/14,82.0,45.0,13.0,21.0,3.0,7.0
2024/11/15,124.0,33.0,32.0,14.0,3.0,5.0
2024/11/16,101.0,19.0,30.0,8.0,3.0,4.0
2024/11/17,50.0,26.0,28.0,7.0,3.0,3.0
2024/11/18,36.0,24.0,28.0,9.0,3.0,3.0
2024/11/19,31.0,27.0,23.0,14.0,3.0,4.0
2024/11/20,49.0,54.0,27.0,19.0,4.0,6.0
2024/11/21,120.0,57.0,39.0,18.0,4.0,6.0
2024/11/22,141.0,14.0,30.0,11.0,3.0,3.0
2024/11/23,39.0,20.0,29.0,12.0,3.0,3.0
2024/11/24,46.0,30.0,24.0,15.0,3.0,4.0
2024/11/25,63.0,33.0,24.0,12.0,3.0,5.0
2024/11/26,81.0,55.0,27.0,15.0,4.0,4.0
2024/11/27,72.0,66.0,27.0,15.0,4.0,4.0
2024/11/28,69.0,50.0,24.0,20.0,5.0,5.0
2024/11/29,68.0,61.0,28.0,34.0,5.0,7.0
2024/11/30,115.0,57.0,33.0,27.0,4.0,6.0
2024/12/1,112.0,71.0,32.0,35.0,6.0,9.0
2024/12/2,150.0,62.0,32.0,16.0,4.0,6.0
2024/12/3,132.0,29.0,28.0,14.0,4.0,4.0
2024/12/4,68.0,44.0,30.0,17.0,4.0,6.0
2024/12/5,103.0,90.0,30.0,25.0,5.0,9.0
2024/12/6,179.0,84.0,38.0,17.0,4.0,8.0
2024/12/7,169.0,25.0,27.0,12.0,4.0,6.0
2024/12/8,73.0,29.0,23.0,17.0,4.0,6.0
2024/12/9,70.0,34.0,23.0,21.0,4.0,6.0
2024/12/10,83.0,39.0,29.0,19.0,4.0,8.0
2024/12/11,105.0,37.0,25.0,18.0,4.0,7.0
2024/12/12,96.0,49.0,25.0,17.0,4.0,7.0
2024/12/13,103.0,56.0,23.0,19.0,4.0,8.0
2024/12/14,133.0,61.0,25.0,26.0,5.0,8.0
2024/12/15,124.0,63.0,26.0,36.0,5.0,8.0
2024/12/16,133.0,67.0,29.0,44.0,5.0,10.0
2024/12/17,148.0,52.0,27.0,20.0,5.0,8.0
2024/12/18,119.0,35.0,18.0,18.0,4.0,6.0
2024/12/19,83.0,46.0,23.0,26.0,4.0,6.0
2024/12/20,100.0,70.0,26.0,24.0,5.0,8.0
2024/12/21,152.0,42.0,21.0,15.0,4.0,7.0
2024/12/22,103.0,34.0,20.0,17.0,4.0,6.0
2024/12/23,76.0,43.0,23.0,19.0,4.0,6.0
2024/12/24,95.0,53.0,15.0,34.0,4.0,7.0
2024/12/25,118.0,83.0,35.0,28.0,6.0,10.0
2024/12/26,162.0,42.0,27.0,18.0,5.0,7.0
2024/12/27,89.0,53.0,21.0,20.0,6.0,8.0
2024/12/28,104.0,66.0,27.0,31.0,5.0,8.0
2024/12/29,137.0,,,,,
2024/12/31,,54.0,34.0,17.0,4.0,5.0
2025/1/1,78.0,39.0,32.0,23.0,4.0,4.0
2025/1/2,71.0,53.0,34.0,19.0,4.0,6.0
2025/1/3,107.0,33.0,36.0,17.0,4.0,5.0
2025/1/4,77.0,54.0,33.0,23.0,5.0,7.0
2025/1/5,124.0,78.0,29.0,23.0,5.0,9.0
2025/1/6,154.0,59.0,19.0,23.0,5.0,8.0
2025/1/7,130.0,62.0,22.0,34.0,6.0,9.0
2025/1/8,144.0,28.0,24.0,11.0,4.0,6.0
2025/1/9,57.0,38.0,24.0,14.0,5.0,7.0
2025/1/10,65.0,56.0,16.0,27.0,6.0,9.0
2025/1/11,112.0,68.0,28.0,29.0,6.0,8.0
2025/1/12,137.0,79.0,36.0,29.0,5.0,8.0
2025/1/13,160.0,83.0,34.0,37.0,6.0,9.0
2025/1/14,165.0,34.0,24.0,12.0,5.0,5.0
2025/1/15,70.0,54.0,15.0,26.0,6.0,8.0
2025/1/16,95.0,68.0,21.0,40.0,6.0,10.0
2025/1/17,143.0,63.0,36.0,24.0,5.0,7.0
2025/1/18,142.0,73.0,34.0,32.0,5.0,7.0
2025/1/19,161.0,103.0,37.0,53.0,7.0,11.0
2025/1/20,185.0,80.0,39.0,28.0,5.0,7.0
2025/1/21,166.0,27.0,41.0,16.0,4.0,4.0
2025/1/22,77.0,35.0,33.0,17.0,3.0,4.0
2025/1/23,82.0,35.0,38.0,13.0,3.0,5.0
2025/1/24,82.0,31.0,34.0,9.0,3.0,4.0
2025/1/25,66.0,39.0,34.0,10.0,3.0,6.0
2025/1/26,92.0,47.0,32.0,6.0,3.0,5.0
2025/1/27,100.0,39.0,36.0,6.0,4.0,5.0
2025/1/28,78.0,71.0,38.0,9.0,7.0,7.0
2025/1/29,152.0,43.0,43.0,8.0,3.0,5.0
2025/1/30,91.0,31.0,32.0,11.0,3.0,6.0
2025/1/31,78.0,22.0,31.0,6.0,3.0,7.0
2025/2/1,65.0,58.0,29.0,7.0,3.0,10.0
2025/2/2,116.0,58.0,32.0,8.0,3.0,9.0
2025/2/3,134.0,52.0,36.0,11.0,4.0,9.0
2025/2/4,127.0,46.0,34.0,14.0,3.0,8.0
2025/2/5,110.0,32.0,28.0,10.0,3.0,7.0
2025/2/6,76.0,50.0,26.0,10.0,3.0,6.0
2025/2/7,78.0,34.0,25.0,7.0,4.0,6.0
2025/2/8,71.0,38.0,24.0,11.0,4.0,6.0
2025/2/9,93.0,47.0,29.0,15.0,3.0,6.0
2025/2/10,106.0,29.0,28.0,11.0,3.0,4.0
2025/2/11,71.0,58.0,26.0,15.0,3.0,7.0
2025/2/12,128.0,35.0,28.0,13.0,3.0,5.0
2025/2/13,80.0,35.0,25.0,15.0,3.0,4.0
2025/2/14,61.0,50.0,19.0,25.0,3.0,7.0
2025/2/15,117.0,77.0,37.0,25.0,4.0,9.0
2025/2/16,169.0,49.0,31.0,13.0,4.0,5.0
2025/2/17,95.0,42.0,33.0,18.0,5.0,6.0
2025/2/18,77.0,44.0,38.0,14.0,4.0,4.0
2025/2/19,83.0,27.0,33.0,12.0,4.0,4.0
2025/2/20,65.0,33.0,35.0,13.0,4.0,5.0
2025/2/21,66.0,52.0,43.0,16.0,3.0,4.0
2025/2/22,121.0,48.0,35.0,14.0,3.0,5.0
2025/2/23,119.0,56.0,41.0,18.0,4.0,7.0
2025/2/24,137.0,65.0,32.0,24.0,3.0,6.0
2025/2/25,134.0,91.0,38.0,35.0,4.0,9.0
2025/2/26,176.0,88.0,41.0,26.0,4.0,8.0
2025/2/27,178.0,45.0,36.0,27.0,4.0,7.0
2025/2/28,131.0,35.0,49.0,17.0,3.0,6.0
2025/3/1,96.0,49.0,56.0,23.0,4.0,7.0
2025/3/2,118.0,23.0,30.0,12.0,3.0,7.0
2025/3/3,65.0,17.0,27.0,14.0,3.0,6.0
2025/3/4,54.0,18.0,31.0,11.0,3.0,6.0
2025/3/5,51.0,35.0,39.0,12.0,4.0,7.0
2025/3/6,77.0,45.0,36.0,16.0,3.0,5.0
2025/3/7,91.0,53.0,49.0,17.0,4.0,6.0
2025/3/8,116.0,34.0,40.0,13.0,3.0,4.0
2025/3/9,79.0,40.0,29.0,21.0,3.0,5.0
2025/3/10,86.0,41.0,24.0,18.0,3.0,5.0
2025/3/11,116.0,22.0,23.0,18.0,3.0,5.0
2025/3/12,78.0,32.0,29.0,16.0,3.0,5.0
2025/3/13,72.0,41.0,30.0,17.0,3.0,4.0
2025/3/14,60.0,21.0,32.0,10.0,3.0,5.0
2025/3/15,45.0,42.0,34.0,13.0,3.0,7.0
2025/3/16,94.0,43.0,38.0,17.0,4.0,7.0
2025/3/17,95.0,41.0,39.0,14.0,4.0,6.0
2025/3/18,77.0,37.0,37.0,17.0,4.0,6.0
2025/3/19,72.0,53.0,59.0,22.0,4.0,6.0
2025/3/20,110.0,56.0,61.0,30.0,5.0,8.0
2025/3/21,121.0,58.0,67.0,36.0,5.0,6.0
2025/3/22,122.0,63.0,71.0,23.0,5.0,6.0
2025/3/23,126.0,59.0,63.0,18.0,4.0,6.0
2025/3/24,101.0,77.0,65.0,26.0,4.0,5.0
2025/3/25,126.0,72.0,97.0,21.0,5.0,7.0
2025/3/26,150.0,61.0,39.0,15.0,3.0,8.0
2025/3/27,123.0,48.0,31.0,10.0,3.0,6.0
2025/3/28,70.0,57.0,36.0,14.0,4.0,5.0
2025/3/29,98.0,30.0,38.0,10.0,3.0,3.0
2025/3/30,59.0,37.0,45.0,11.0,3.0,5.0
2025/3/31,61.0,42.0,49.0,13.0,3.0,5.0
2025/4/1,82.0,60.0,69.0,19.0,4.0,6.0
2025/4/2,121.0,37.0,41.0,17.0,4.0,6.0
2025/4/3,96.0,41.0,65.0,15.0,3.0,6.0
2025/4/4,84.0,56.0,77.0,18.0,4.0,8.0
2025/4/5,120.0,60.0,66.0,20.0,4.0,7.0
2025/4/6,143.0,51.0,80.0,16.0,4.0,5.0
2025/4/7,118.0,64.0,88.0,18.0,5.0,7.0
2025/4/8,112.0,71.0,100.0,23.0,5.0,8.0
2025/4/9,141.0,66.0,60.0,23.0,4.0,7.0
2025/4/10,144.0,59.0,51.0,22.0,7.0,7.0
2025/4/11,130.0,83.0,42.0,8.0,3.0,5.0
2025/4/12,81.0,93.0,40.0,10.0,3.0,4.0
2025/4/13,80.0,74.0,47.0,12.0,4.0,5.0
2025/4/14,80.0,56.0,64.0,19.0,4.0,6.0
2025/4/15,73.0,59.0,88.0,21.0,5.0,6.0
2025/4/16,90.0,64.0,63.0,25.0,4.0,6.0
2025/4/17,98.0,59.0,80.0,17.0,4.0,6.0
2025/4/18,103.0,54.0,66.0,11.0,4.0,6.0
2025/4/19,88.0,42.0,55.0,12.0,4.0,8.0
2025/4/20,110.0,35.0,46.0,11.0,3.0,5.0
2025/4/21,87.0,43.0,46.0,12.0,3.0,8.0
2025/4/22,122.0,57.0,93.0,16.0,4.0,7.0
2025/4/23,129.0,77.0,80.0,30.0,5.0,7.0
2025/4/24,148.0,49.0,42.0,14.0,4.0,3.0
2025/4/25,64.0,37.0,45.0,15.0,4.0,6.0
2025/4/26,59.0,38.0,48.0,16.0,4.0,7.0
2025/4/27,64.0,46.0,52.0,21.0,4.0,9.0
2025/4/28,99.0,38.0,56.0,18.0,5.0,6.0
2025/4/29,80.0,43.0,78.0,13.0,4.0,7.0
2025/4/30,69.0,54.0,63.0,13.0,4.0,7.0
2025/5/1,86.0,49.0,89.0,9.0,4.0,6.0
2025/5/2,89.0,48.0,57.0,8.0,4.0,7.0
2025/5/3,78.0,23.0,46.0,7.0,4.0,5.0
2025/5/4,45.0,32.0,36.0,11.0,3.0,7.0
2025/5/5,67.0,63.0,71.0,11.0,4.0,9.0
2025/5/6,135.0,57.0,61.0,9.0,3.0,5.0
2025/5/7,75.0,47.0,46.0,8.0,3.0,5.0
2025/5/8,67.0,21.0,45.0,8.0,4.0,7.0
2025/5/9,46.0,45.0,55.0,15.0,4.0,6.0
2025/5/10,79.0,34.0,67.0,13.0,4.0,5.0
2025/5/11,75.0,46.0,87.0,18.0,4.0,5.0
2025/5/12,99.0,40.0,87.0,10.0,4.0,4.0
2025/5/13,74.0,33.0,91.0,10.0,4.0,4.0
2025/5/14,69.0,41.0,68.0,16.0,4.0,5.0
2025/5/15,77.0,39.0,36.0,14.0,3.0,7.0
2025/5/16,97.0,43.0,78.0,18.0,3.0,9.0
2025/5/17,122.0,62.0,43.0,12.0,4.0,4.0
2025/5/18,81.0,38.0,70.0,12.0,4.0,5.0
2025/5/19,90.0,37.0,31.0,14.0,4.0,6.0
2025/5/20,94.0,25.0,36.0,16.0,3.0,6.0
2025/5/21,82.0,30.0,61.0,14.0,3.0,5.0
2025/5/22,80.0,9.0,34.0,7.0,3.0,3.0
2025/5/23,32.0,38.0,63.0,10.0,4.0,5.0
2025/5/24,95.0,38.0,62.0,14.0,5.0,5.0
2025/5/25,94.0,35.0,59.0,13.0,4.0,3.0
2025/5/26,88.0,31.0,64.0,10.0,4.0,3.0
2025/5/27,78.0,30.0,56.0,10.0,4.0,3.0
2025/5/28,71.0,37.0,58.0,10.0,4.0,3.0
2025/5/29,77.0,49.0,96.0,13.0,4.0,4.0
2025/5/30,120.0,42.0,80.0,11.0,4.0,4.0
2025/5/31,113.0,15.0,60.0,5.0,3.0,4.0
2025/6/1,47.0,13.0,42.0,8.0,3.0,6.0
2025/6/2,47.0,33.0,83.0,10.0,4.0,7.0
2025/6/3,79.0,47.0,116.0,12.0,4.0,5.0
2025/6/4,122.0,41.0,98.0,15.0,5.0,5.0
2025/6/5,78.0,40.0,89.0,9.0,4.0,5.0
2025/6/6,69.0,36.0,29.0,13.0,4.0,6.0
2025/6/7,78.0,15.0,38.0,10.0,3.0,5.0
2025/6/8,49.0,17.0,28.0,13.0,3.0,5.0
2025/6/9,49.0,21.0,27.0,13.0,3.0,4.0
2025/6/10,66.0,21.0,37.0,11.0,3.0,4.0
2025/6/11,68.0,15.0,37.0,11.0,3.0,4.0
2025/6/12,50.0,14.0,12.0,9.0,3.0,5.0
2025/6/13,40.0,29.0,47.0,12.0,3.0,5.0
2025/6/14,78.0,14.0,22.0,8.0,3.0,4.0
2025/6/15,45.0,23.0,70.0,9.0,3.0,3.0
2025/6/16,57.0,51.0,112.0,14.0,3.0,4.0
2025/6/17,91.0,48.0,68.0,14.0,3.0,3.0
2025/6/18,84.0,36.0,44.0,14.0,4.0,3.0
2025/6/19,73.0,22.0,38.0,9.0,4.0,3.0
2025/6/20,57.0,24.0,41.0,9.0,3.0,5.0
2025/6/21,55.0,11.0,41.0,8.0,3.0,3.0
2025/6/22,34.0,11.0,34.0,7.0,3.0,4.0
2025/6/23,29.0,20.0,37.0,9.0,2.0,5.0
2025/6/24,66.0,36.0,77.0,14.0,3.0,4.0
2025/6/25,90.0,42.0,86.0,10.0,3.0,4.0
2025/6/26,105.0,31.0,48.0,13.0,3.0,5.0
2025/6/27,88.0,34.0,80.0,11.0,2.0,5.0
2025/6/28,83.0,23.0,60.0,7.0,3.0,4.0
2025/6/29,62.0,16.0,39.0,5.0,3.0,3.0
2025/6/30,40.0,20.0,40.0,5.0,3.0,3.0
2025/7/1,40.0,24.0,44.0,6.0,2.0,3.0
2025/7/2,47.0,27.0,50.0,5.0,3.0,3.0
2025/7/3,58.0,31.0,70.0,5.0,3.0,4.0
2025/7/4,60.0,28.0,61.0,6.0,3.0,4.0
2025/7/5,60.0,22.0,62.0,6.0,3.0,5.0
2025/7/6,51.0,15.0,25.0,4.0,3.0,4.0
2025/7/7,27.0,18.0,20.0,4.0,3.0,4.0
2025/7/8,26.0,21.0,23.0,4.0,3.0,4.0
2025/7/9,38.0,39.0,18.0,5.0,4.0,4.0
2025/7/10,82.0,22.0,18.0,6.0,3.0,4.0
2025/7/11,54.0,16.0,19.0,5.0,3.0,4.0
2025/7/12,44.0,20.0,37.0,5.0,3.0,5.0
2025/7/13,56.0,36.0,77.0,8.0,3.0,6.0
2025/7/14,89.0,40.0,103.0,10.0,2.0,5.0
2025/7/15,83.0,45.0,69.0,8.0,3.0,5.0
2025/7/16,93.0,40.0,75.0,9.0,2.0,6.0
2025/7/17,86.0,23.0,47.0,8.0,2.0,6.0
2025/7/18,66.0,17.0,21.0,5.0,3.0,4.0
2025/7/19,38.0,23.0,15.0,2.0,1.0,4.0
2025/7/20,37.0,22.0,17.0,4.0,2.0,3.0
2025/7/21,35.0,22.0,15.0,4.0,1.0,4.0
2025/7/22,37.0,22.0,16.0,4.0,2.0,4.0
2025/7/23,34.0,24.0,18.0,5.0,3.0,6.0
2025/7/24,50.0,23.0,20.0,4.0,3.0,5.0
2025/7/25,49.0,16.0,14.0,4.0,2.0,6.0
2025/7/26,30.0,17.0,17.0,4.0,3.0,5.0
2025/7/27,38.0,23.0,14.0,4.0,3.0,5.0
2025/7/28,40.0,21.0,15.0,5.0,3.0,5.0
2025/7/29,44.0,11.0,20.0,3.0,1.0,6.0
2025/7/30,23.0,29.0,43.0,6.0,2.0,6.0
2025/7/31,59.0,35.0,57.0,5.0,3.0,6.0
2025/8/1,77.0,36.0,49.0,10.0,2.0,7.0
2025/8/2,78.0,27.0,50.0,9.0,3.0,7.0
2025/8/3,71.0,31.0,50.0,10.0,3.0,8.0
2025/8/4,77.0,31.0,58.0,6.0,2.0,6.0
2025/8/5,73.0,25.0,55.0,6.0,3.0,5.0
2025/8/6,59.0,24.0,49.0,9.0,2.0,5.0
2025/8/7,59.0,31.0,64.0,9.0,2.0,6.0
2025/8/8,64.0,36.0,45.0,10.0,2.0,7.0
2025/8/9,81.0,39.0,39.0,13.0,3.0,6.0
2025/8/10,72.0,40.0,55.0,10.0,2.0,6.0
2025/8/11,81.0,39.0,76.0,12.0,4.0,6.0
2025/8/12,80.0,24.0,32.0,4.0,3.0,4.0
2025/8/13,40.0,22.0,26.0,4.0,3.0,3.0
2025/8/14,37.0,19.0,22.0,4.0,1.0,4.0
2025/8/15,29.0,28.0,22.0,4.0,3.0,4.0
2025/8/16,47.0,26.0,21.0,4.0,4.0,3.0
2025/8/17,66.0,15.0,27.0,4.0,1.0,3.0
2025/8/18,36.0,19.0,38.0,5.0,3.0,4.0
2025/8/19,37.0,28.0,61.0,7.0,3.0,4.0
2025/8/20,52.0,44.0,97.0,7.0,2.0,5.0
2025/8/21,89.0,39.0,70.0,8.0,3.0,5.0
2025/8/22,86.0,39.0,95.0,9.0,3.0,6.0
2025/8/23,83.0,29.0,67.0,7.0,3.0,5.0
2025/8/24,64.0,26.0,54.0,10.0,3.0,6.0
2025/8/25,56.0,34.0,82.0,12.0,3.0,6.0
2025/8/26,70.0,15.0,39.0,6.0,3.0,4.0
2025/8/27,44.0,18.0,46.0,5.0,3.0,4.0
2025/8/28,36.0,18.0,40.0,5.0,3.0,4.0
2025/8/29,36.0,17.0,37.0,4.0,3.0,5.0
2025/8/30,36.0,24.0,54.0,8.0,3.0,5.0
2025/8/31,48.0,30.0,60.0,12.0,3.0,7.0
2025/9/1,69.0,27.0,36.0,13.0,3.0,6.0
2025/9/2,61.0,23.0,52.0,11.0,3.0,5.0
2025/9/3,61.0,25.0,56.0,10.0,3.0,6.0
2025/9/4,61.0,27.0,83.0,9.0,3.0,6.0
2025/9/5,62.0,28.0,88.0,8.0,3.0,6.0
2025/9/6,49.0,44.0,91.0,15.0,3.0,9.0
2025/9/7,96.0,19.0,60.0,9.0,3.0,6.0
2025/9/8,51.0,24.0,38.0,10.0,2.0,7.0
2025/9/9,52.0,25.0,51.0,7.0,2.0,5.0
2025/9/10,50.0,33.0,63.0,6.0,3.0,6.0
2025/9/11,54.0,41.0,69.0,9.0,4.0,7.0
2025/9/12,72.0,41.0,68.0,11.0,2.0,8.0
2025/9/13,86.0,38.0,60.0,8.0,3.0,7.0
2025/9/14,85.0,33.0,67.0,11.0,3.0,6.0
2025/9/15,82.0,25.0,79.0,8.0,3.0,5.0
2025/9/16,57.0,29.0,53.0,10.0,1.0,6.0
2025/9/17,54.0,26.0,43.0,5.0,2.0,5.0
2025/9/18,45.0,26.0,41.0,7.0,2.0,6.0
2025/9/19,42.0,21.0,43.0,8.0,2.0,5.0
2025/9/20,54.0,23.0,48.0,5.0,2.0,5.0
2025/9/21,49.0,22.0,47.0,7.0,2.0,4.0
2025/9/22,36.0,25.0,30.0,6.0,2.0,5.0
2025/9/23,40.0,21.0,22.0,6.0,2.0,5.0
2025/9/24,33.0,22.0,28.0,6.0,2.0,5.0
2025/9/25,36.0,24.0,36.0,13.0,2.0,6.0
2025/9/26,47.0,29.0,54.0,12.0,2.0,7.0
2025/9/27,64.0,36.0,77.0,10.0,2.0,7.0
2025/9/28,82.0,19.0,41.0,8.0,2.0,8.0
2025/9/29,62.0,27.0,38.0,12.0,2.0,8.0
2025/9/30,68.0,35.0,56.0,10.0,2.0,8.0
2025/10/1,96.0,24.0,56.0,5.0,3.0,7.0
2025/10/2,66.0,38.0,52.0,10.0,3.0,10.0
2025/10/3,94.0,25.0,44.0,10.0,3.0,9.0
2025/10/4,64.0,25.0,50.0,8.0,3.0,5.0
2025/10/5,60.0,31.0,67.0,11.0,2.0,5.0
2025/10/6,64.0,34.0,44.0,8.0,2.0,7.0
2025/10/7,83.0,16.0,37.0,5.0,3.0,5.0
2025/10/8,47.0,19.0,43.0,7.0,2.0,5.0
2025/10/9,43.0,31.0,43.0,6.0,2.0,4.0
2025/10/10,57.0,38.0,70.0,8.0,2.0,5.0
2025/10/11,62.0,41.0,77.0,6.0,2.0,6.0
2025/10/12,78.0,53.0,45.0,12.0,2.0,9.0
2025/10/13,120.0,30.0,22.0,12.0,2.0,10.0
2025/10/14,91.0,26.0,59.0,10.0,3.0,7.0
2025/10/15,68.0,23.0,33.0,9.0,2.0,7.0
2025/10/16,68.0,19.0,37.0,9.0,3.0,5.0
2025/10/17,44.0,19.0,29.0,6.0,2.0,3.0
2025/10/18,58.0,25.0,32.0,5.0,2.0,3.0
2025/10/19,46.0,28.0,30.0,4.0,3.0,3.0
2025/10/20,48.0,27.0,30.0,4.0,3.0,2.0
2025/10/21,37.0,26.0,34.0,5.0,2.0,2.0
2025/10/22,38.0,29.0,36.0,8.0,2.0,4.0
2025/10/23,51.0,28.0,40.0,6.0,2.0,5.0
2025/10/24,52.0,30.0,42.0,7.0,3.0,5.0
2025/10/25,58.0,35.0,37.0,9.0,3.0,5.0
2025/10/26,76.0,35.0,35.0,10.0,3.0,5.0
2025/10/27,93.0,18.0,39.0,10.0,3.0,2.0
2025/10/28,45.0,20.0,37.0,14.0,3.0,2.0
2025/10/29,37.0,26.0,26.0,19.0,2.0,4.0
2025/10/30,48.0,30.0,32.0,13.0,3.0,6.0
2025/10/31,56.0,73.0,52.0,18.0,2.0,8.0
2025/11/1,172.0,68.0,48.0,18.0,4.0,7.0
2025/11/2,147.0,13.0,30.0,9.0,3.0,1.0
2025/11/3,37.0,23.0,25.0,13.0,3.0,2.0
2025/11/4,45.0,29.0,28.0,15.0,2.0,4.0
2025/11/5,60.0,35.0,41.0,16.0,2.0,3.0
2025/11/6,65.0,27.0,34.0,20.0,3.0,5.0
2025/11/7,69.0,36.0,21.0,18.0,3.0,6.0
2025/11/8,89.0,24.0,34.0,7.0,2.0,4.0
2025/11/9,66.0,36.0,37.0,8.0,3.0,3.0
2025/11/10,85.0,22.0,30.0,8.0,3.0,3.0
2025/11/11,35.0,33.0,29.0,9.0,3.0,3.0
2025/11/12,50.0,27.0,37.0,8.0,3.0,3.0
2025/11/13,49.0,57.0,48.0,16.0,3.0,6.0
2025/11/14,125.0,44.0,40.0,19.0,3.0,4.0
2025/11/15,88.0,34.0,39.0,15.0,3.0,3.0
2025/11/16,61.0,33.0,30.0,10.0,3.0,3.0
2025/11/17,59.0,36.0,20.0,10.0,5.0,7.0
2025/11/18,68.0,53.0,22.0,21.0,5.0,8.0
2025/11/19,99.0,61.0,22.0,28.0,5.0,10.0
2025/11/20,124.0,69.0,30.0,37.0,5.0,11.0
2025/11/21,147.0,91.0,42.0,41.0,6.0,13.0
2025/11/22,172.0,81.0,58.0,32.0,4.0,9.0
2025/11/23,169.0,74.0,33.0,32.0,6.0,8.0
2025/11/24,163.0,84.0,22.0,16.0,4.0,5.0
2025/11/25,105.0,55.0,21.0,23.0,4.0,4.0
2025/11/26,82.0,157.0,24.0,19.0,4.0,4.0
2025/11/27,134.0,147.0,26.0,25.0,5.0,6.0
2025/11/28,137.0,101.0,42.0,27.0,4.0,6.0
2025/11/29,118.0,78.0,39.0,38.0,4.0,8.0
2025/11/30,138.0,86.0,37.0,25.0,4.0,8.0
2025/12/1,140.0,46.0,31.0,11.0,3.0,4.0
2025/12/2,58.0,34.0,26.0,9.0,3.0,4.0
2025/12/3,69.0,31.0,23.0,19.0,4.0,5.0
2025/12/4,67.0,49.0,22.0,19.0,5.0,5.0
2025/12/5,105.0,62.0,27.0,33.0,4.0,6.0
2025/12/6,129.0,73.0,46.0,47.0,4.0,8.0
2025/12/7,164.0,57.0,33.0,21.0,4.0,6.0
2025/12/8,110.0,45.0,31.0,18.0,4.0,4.0
2025/12/9,59.0,37.0,26.0,21.0,3.0,5.0
2025/12/10,53.0,71.0,47.0,23.0,5.0,10.0
2025/12/11,140.0,21.0,30.0,10.0,2.0,4.0
2025/12/12,49.0,29.0,23.0,11.0,2.0,3.0
2025/12/13,62.0,53.0,25.0,13.0,3.0,5.0
2025/12/14,122.0,63.0,33.0,28.0,3.0,6.0
2025/12/15,119.0,58.0,23.0,34.0,3.0,6.0
2025/12/16,116.0,86.0,33.0,26.0,4.0,9.0
2025/12/17,167.0,43.0,34.0,19.0,3.0,4.0
2025/12/18,89.0,43.0,36.0,17.0,2.0,5.0
2025/12/19,78.0,78.0,29.0,23.0,3.0,9.0
2025/12/20,147.0,14.0,26.0,6.0,2.0,4.0
2025/12/21,55.0,22.0,24.0,14.0,2.0,4.0
2025/12/22,44.0,42.0,20.0,19.0,2.0,6.0
2025/12/23,75.0,41.0,12.0,15.0,2.0,7.0
2025/12/24,106.0,33.0,27.0,9.0,3.0,4.0
2025/12/25,84.0,20.0,26.0,10.0,2.0,3.0
2025/12/26,51.0,34.0,25.0,20.0,2.0,3.0
2025/12/27,68.0,68.0,33.0,33.0,4.0,7.0
2025/12/28,153.0,,,,,
2025/12/31,,16.0,25.0,6.0,2.0,2.0
2026/1/1,39.0,31.0,26.0,8.0,3.0,5.0
2026/1/2,74.0,48.0,23.0,21.0,4.0,8.0
2026/1/3,104.0,52.0,20.0,31.0,3.0,6.0
2026/1/4,118.0,72.0,25.0,24.0,3.0,9.0
2026/1/5,165.0,71.0,28.0,23.0,3.0,8.0
2026/1/6,156.0,55.0,28.0,23.0,3.0,7.0
2026/1/7,139.0,72.0,33.0,30.0,4.0,8.0
2026/1/8,158.0,67.0,36.0,31.0,4.0,7.0
2026/1/9,153.0,78.0,28.0,22.0,4.0,6.0
2026/1/10,123.0,58.0,26.0,14.0,4.0,4.0
2026/1/11,65.0,59.0,29.0,24.0,4.0,5.0
2026/1/12,93.0,75.0,27.0,36.0,5.0,8.0
